,industry,job_title,description,job_link,job_id
748,"Information Technology and Services, Computer Software",Content Marketing Specialist,"  The Opportunity: We are looking for a Content Marketing Specialist who will own content planning, creation, and distribution at ZapStitch. In this role, you would produce highly engaging and relevant content to help us drive thought leadership, build our brand, generate leads and grow our subscriber base.  You will be at the core of our  content marketing strategy and will help implement a varie...",https://www.linkedin.com/jobs?viewJob=&jobId=48337375&trk=api*a130653*s139051*,1748
749,Online Media,Content Writer,"We are looking for a creative writer to join our digital marketing team. You'll be required to brainstorm with the team and bring content ideas to the table. You'll be writing for our social media marketing initiatives, online campaigns and ads, blog posts and articles, marketing collateral, scripts, web pages and infographics. Our ideal writer has about a year or two of experience and is looking...",https://www.linkedin.com/jobs?viewJob=&jobId=47177428&trk=api*a130653*s139051*,1749
750,Computer Software,Crossover Software Architect - Java,"Ready to make $60,000 USD while working for a fortune 500 company from the comfort of your home? Eager to join a network of the most talented remote workers in the world? If so, this role is for you. Work for Crossover, and you’ll earn the most competitive wages on the market, collaborate with the most skilled teams in your field, and work for the most elite companies in the world. Sound too good...",https://www.linkedin.com/jobs?viewJob=&jobId=44970141&trk=api*a130653*s139051*,1750
751,Internet,UI / UX Designer,"The position of UI/UX Designer at Xelpmoc is ideal for designers who aspire to become experts in web and mobile app design. It offers the opportunity to gain critical skills and experience by working simultaneously on a range of interesting and important projects. The successful candidate will benefit from top notch mentorship from our experienced staff, as well as our network of external experts....",https://www.linkedin.com/jobs?viewJob=&jobId=60345039&trk=api*a130653*s139051*,1751
752,Information Technology and Services,"Senior Software Engineer, Android Development","Role As a Senior Software Engineer, you will be working on product development and be on the forefront of advancing Construction Management processes through different technologies, enabling companies to adapt Lean Construction technologies.  In this role, you will work through all facets of software development: design, prototype, implementation, testing and documentation.     Principal Duties &a...",https://www.linkedin.com/jobs?viewJob=&jobId=44966889&trk=api*a130653*s139051*,1752
753,E-Learning,Full Stack Developer,"DeZyre is revolutionizing how students and working professionals get trained in job skills.  Technology is core to everything we do. You will own a product roadmap that focuses on delivering a superior learning/teaching experience to our students/instructors. You will build cutting edge features that will push the boundaries of online learning.  You will be working with a team that is intense, sma...",https://www.linkedin.com/jobs?viewJob=&jobId=44297922&trk=api*a130653*s139051*,1753
754,Semiconductors,Verification Engineer,"We are starting the development of new IPs and require engineers with 1-6 years' experience in ASIC Design &amp; Verification. The role is development of IPs for protocols such as DDR, SSD,PCI-e, etc. Below are the details of  the position: Designation : Senior Verification Engineer/Team Leader Experience :  1-6 years' in IP/SOC Verification Qualification : B.E/B.Tech/M.Tech/M.S in VLSI, Electrica...",https://www.linkedin.com/jobs?viewJob=&jobId=48925091&trk=api*a130653*s139051*,1754
755,Internet,UI / UX Designer,"The position of UI/UX Designer at Xelpmoc is ideal for designers who aspire to become experts in web and mobile app design. It offers the opportunity to gain critical skills and experience by working simultaneously on a range of interesting and important projects. The successful candidate will benefit from top notch mentorship from our experienced staff, as well as our network of external experts....",https://www.linkedin.com/jobs?viewJob=&jobId=60345039&trk=api*a130653*s139051*,1755
756,Information Technology and Services,"Senior Software Engineer, Android Development","Role As a Senior Software Engineer, you will be working on product development and be on the forefront of advancing Construction Management processes through different technologies, enabling companies to adapt Lean Construction technologies.  In this role, you will work through all facets of software development: design, prototype, implementation, testing and documentation.     Principal Duties &a...",https://www.linkedin.com/jobs?viewJob=&jobId=44966889&trk=api*a130653*s139051*,1756
757,E-Learning,Full Stack Developer,"DeZyre is revolutionizing how students and working professionals get trained in job skills.  Technology is core to everything we do. You will own a product roadmap that focuses on delivering a superior learning/teaching experience to our students/instructors. You will build cutting edge features that will push the boundaries of online learning.  You will be working with a team that is intense, sma...",https://www.linkedin.com/jobs?viewJob=&jobId=44297922&trk=api*a130653*s139051*,1757
758,Semiconductors,Verification Engineer,"We are starting the development of new IPs and require engineers with 1-6 years' experience in ASIC Design &amp; Verification. The role is development of IPs for protocols such as DDR, SSD,PCI-e, etc. Below are the details of  the position: Designation : Senior Verification Engineer/Team Leader Experience :  1-6 years' in IP/SOC Verification Qualification : B.E/B.Tech/M.Tech/M.S in VLSI, Electrica...",https://www.linkedin.com/jobs?viewJob=&jobId=48925091&trk=api*a130653*s139051*,1758
759,Apparel & Fashion,Sales Manager - Fashion,"Beyond and before anything else, please note this is a fashion industry position and a strong background in fashion is an absolute must.   This position will deal with all sales and consumer interaction for all our products. Responsibilities include: Create links with and pitch products to fashion buyers and retail outlets. Propose and implement innovative sales strategies. Identify key selling pl...",https://www.linkedin.com/jobs?viewJob=&jobId=60846503&trk=api*a130653*s139051*,1759
760,Computer Software,Software Engineer - Java,"We are looking for a Java Developer with experience in building high-performing, scalable, enterprise-grade applications. You will be part of a talented global software team that works on mission-critical applications. You will be responsible for Java/Java EE application development while providing expertise in the full software development lifecycle, from concept and design to testing. This role...",https://www.linkedin.com/jobs?viewJob=&jobId=46381950&trk=api*a130653*s139051*,1760
